achievement_id,condition_type,condition_param,threshold,achievement_point_reward,achievement_point_reward_vip,name_key,desc_key
hull_unlock_hull_8_1_33211,HullUnlocked,hull_8_1_33211,1,50,50,UIAchievement_Name_hull_unlock,UIAchievement_Desc_hull_unlock
hull_unlock_hull_9_1_33300,HullUnlocked,hull_9_1_33300,1,50,50,UIAchievement_Name_hull_unlock,UIAchievement_Desc_hull_unlock
hull_unlock_hull_9_1_33301,HullUnlocked,hull_9_1_33301,1,50,50,UIAchievement_Name_hull_unlock,UIAchievement_Desc_hull_unlock
hull_unlock_hull_9_1_33310,HullUnlocked,hull_9_1_33310,1,50,50,UIAchievement_Name_hull_unlock,UIAchievement_Desc_hull_unlock
hull_unlock_hull_9_1_33311,HullUnlocked,hull_9_1_33311,1,50,50,UIAchievement_Name_hull_unlock,UIAchievement_Desc_hull_unlock
hull_unlock_hull_10_1_43300,HullUnlocked,hull_10_1_43300,1,50,50,UIAchievement_Name_hull_unlock,UIAchievement_Desc_hull_unlock
hull_unlock_hull_10_1_43301,HullUnlocked,hull_10_1_43301,1,50,50,UIAchievement_Name_hull_unlock,UIAchievement_Desc_hull_unlock
hull_unlock_hull_10_1_43310,HullUnlocked,hull_10_1_43310,1,50,50,UIAchievement_Name_hull_unlock,UIAchievement_Desc_hull_unlock
hull_unlock_hull_10_1_43311,HullUnlocked,hull_10_1_43311,1,50,50,UIAchievement_Name_hull_unlock,UIAchievement_Desc_hull_unlock
hull_unlock_hull_11_1_44300,HullUnlocked,hull_11_1_44300,1,50,50,UIAchievement_Name_hull_unlock,UIAchievement_Desc_hull_unlock
hull_unlock_hull_11_1_44301,HullUnlocked,hull_11_1_44301,1,50,50,UIAchievement_Name_hull_unlock,UIAchievement_Desc_hull_unlock
hull_unlock_hull_11_1_44310,HullUnlocked,hull_11_1_44310,1,50,50,UIAchievement_Name_hull_unlock,UIAchievement_Desc_hull_unlock
hull_unlock_hull_11_1_44311,HullUnlocked,hull_11_1_44311,1,50,50,UIAchievement_Name_hull_unlock,UIAchievement_Desc_hull_unlock
hull_unlock_hull_12_1_44400,HullUnlocked,hull_12_1_44400,1,50,50,UIAchievement_Name_hull_unlock,UIAchievement_Desc_hull_unlock
hull_unlock_hull_12_1_44401,HullUnlocked,hull_12_1_44401,1,50,50,UIAchievement_Name_hull_unlock,UIAchievement_Desc_hull_unlock
hull_unlock_hull_12_1_44410,HullUnlocked,hull_12_1_44410,1,50,50,UIAchievement_Name_hull_unlock,UIAchievement_Desc_hull_unlock
hull_unlock_hull_12_1_44411,HullUnlocked,hull_12_1_44411,1,50,50,UIAchievement_Name_hull_unlock,UIAchievement_Desc_hull_unlock
hull_unlock_hull_13_1_54400,HullUnlocked,hull_13_1_54400,1,50,50,UIAchievement_Name_hull_unlock,UIAchievement_Desc_hull_unlock
hull_unlock_hull_13_1_54401,HullUnlocked,hull_13_1_54401,1,50,50,UIAchievement_Name_hull_unlock,UIAchievement_Desc_hull_unlock
hull_unlock_hull_13_1_54410,HullUnlocked,hull_13_1_54410,1,50,50,UIAchievement_Name_hull_unlock,UIAchievement_Desc_hull_unlock
hull_unlock_hull_13_1_54411,HullUnlocked,hull_13_1_54411,1,50,50,UIAchievement_Name_hull_unlock,UIAchievement_Desc_hull_unlock
hull_unlock_hull_14_1_55400,HullUnlocked,hull_14_1_55400,1,50,50,UIAchievement_Name_hull_unlock,UIAchievement_Desc_hull_unlock
hull_unlock_hull_14_1_55401,HullUnlocked,hull_14_1_55401,1,50,50,UIAchievement_Name_hull_unlock,UIAchievement_Desc_hull_unlock
hull_unlock_hull_14_1_55410,HullUnlocked,hull_14_1_55410,1,50,50,UIAchievement_Name_hull_unlock,UIAchievement_Desc_hull_unlock
hull_unlock_hull_14_1_55411,HullUnlocked,hull_14_1_55411,1,50,50,UIAchievement_Name_hull_unlock,UIAchievement_Desc_hull_unlock
zone_full_clear_1,ZoneFullClear,1,1,20,20,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_2,ZoneFullClear,2,1,20,20,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_3,ZoneFullClear,3,1,20,20,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_4,ZoneFullClear,4,1,20,20,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_5,ZoneFullClear,5,1,20,20,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_6,ZoneFullClear,6,1,20,20,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_7,ZoneFullClear,7,1,20,20,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_8,ZoneFullClear,8,1,20,20,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_9,ZoneFullClear,9,1,20,20,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_10,ZoneFullClear,10,1,30,30,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_11,ZoneFullClear,11,1,30,30,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_12,ZoneFullClear,12,1,30,30,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_13,ZoneFullClear,13,1,30,30,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_14,ZoneFullClear,14,1,30,30,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_15,ZoneFullClear,15,1,30,30,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_16,ZoneFullClear,16,1,30,30,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_17,ZoneFullClear,17,1,30,30,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_18,ZoneFullClear,18,1,30,30,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_19,ZoneFullClear,19,1,30,30,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_20,ZoneFullClear,20,1,40,40,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_21,ZoneFullClear,21,1,40,40,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_22,ZoneFullClear,22,1,40,40,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_23,ZoneFullClear,23,1,40,40,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_24,ZoneFullClear,24,1,40,40,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_25,ZoneFullClear,25,1,40,40,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_26,ZoneFullClear,26,1,40,40,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_27,ZoneFullClear,27,1,40,40,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_28,ZoneFullClear,28,1,40,40,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_29,ZoneFullClear,29,1,40,40,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_30,ZoneFullClear,30,1,50,50,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_31,ZoneFullClear,31,1,50,50,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_32,ZoneFullClear,32,1,50,50,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_33,ZoneFullClear,33,1,50,50,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_34,ZoneFullClear,34,1,50,50,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_35,ZoneFullClear,35,1,50,50,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_36,ZoneFullClear,36,1,50,50,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_37,ZoneFullClear,37,1,50,50,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_38,ZoneFullClear,38,1,50,50,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_39,ZoneFullClear,39,1,50,50,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_40,ZoneFullClear,40,1,60,60,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_41,ZoneFullClear,41,1,60,60,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_42,ZoneFullClear,42,1,60,60,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_43,ZoneFullClear,43,1,60,60,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_44,ZoneFullClear,44,1,60,60,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_45,ZoneFullClear,45,1,60,60,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_46,ZoneFullClear,46,1,60,60,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_47,ZoneFullClear,47,1,60,60,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_48,ZoneFullClear,48,1,60,60,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_49,ZoneFullClear,49,1,60,60,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_50,ZoneFullClear,50,1,70,70,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_51,ZoneFullClear,51,1,70,70,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_52,ZoneFullClear,52,1,70,70,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_53,ZoneFullClear,53,1,70,70,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_54,ZoneFullClear,54,1,70,70,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_55,ZoneFullClear,55,1,70,70,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_56,ZoneFullClear,56,1,70,70,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_57,ZoneFullClear,57,1,70,70,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_58,ZoneFullClear,58,1,70,70,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_59,ZoneFullClear,59,1,70,70,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_60,ZoneFullClear,60,1,80,80,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_61,ZoneFullClear,61,1,80,80,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_62,ZoneFullClear,62,1,80,80,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_63,ZoneFullClear,63,1,80,80,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_64,ZoneFullClear,64,1,80,80,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_65,ZoneFullClear,65,1,80,80,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_66,ZoneFullClear,66,1,80,80,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_67,ZoneFullClear,67,1,80,80,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_68,ZoneFullClear,68,1,80,80,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_69,ZoneFullClear,69,1,80,80,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_70,ZoneFullClear,70,1,90,90,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_71,ZoneFullClear,71,1,90,90,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_72,ZoneFullClear,72,1,90,90,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_73,ZoneFullClear,73,1,90,90,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_74,ZoneFullClear,74,1,90,90,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_75,ZoneFullClear,75,1,90,90,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_76,ZoneFullClear,76,1,90,90,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_77,ZoneFullClear,77,1,90,90,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_78,ZoneFullClear,78,1,90,90,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_79,ZoneFullClear,79,1,90,90,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_80,ZoneFullClear,80,1,100,100,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_81,ZoneFullClear,81,1,100,100,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_82,ZoneFullClear,82,1,100,100,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_83,ZoneFullClear,83,1,100,100,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_84,ZoneFullClear,84,1,100,100,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_85,ZoneFullClear,85,1,100,100,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_86,ZoneFullClear,86,1,100,100,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_87,ZoneFullClear,87,1,100,100,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_88,ZoneFullClear,88,1,100,100,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_89,ZoneFullClear,89,1,100,100,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_90,ZoneFullClear,90,1,110,110,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_91,ZoneFullClear,91,1,110,110,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_92,ZoneFullClear,92,1,110,110,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_93,ZoneFullClear,93,1,110,110,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_94,ZoneFullClear,94,1,110,110,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_95,ZoneFullClear,95,1,110,110,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_96,ZoneFullClear,96,1,110,110,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_97,ZoneFullClear,97,1,110,110,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_98,ZoneFullClear,98,1,110,110,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_99,ZoneFullClear,99,1,110,110,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
zone_full_clear_100,ZoneFullClear,100,1,120,120,UIAchievement_Name_zone_full_clear,UIAchievement_Desc_zone_full_clear
