zone,stage,mineral_reward,exp_reward,module_point_reward,spawn_term,fleet_pos_x,fleet_pos_y,fleet_pos_z,fleet_rot_y,playerFireDelay,enemyFireDelay
95,3,5020,5020,5,20,-6111,0,-4331,90,0,0
95,4,5030,5030,5,20,-3667,0,4581,90,0,0
95,5,5040,5040,5,20,-1222,0,-1774,90,0,0
95,6,5050,5050,5,20,1222,0,-3503,90,0,0
95,7,5060,5060,5,20,3667,0,-1506,90,0,0
95,8,5070,5070,5,20,6111,0,-3897,90,0,0
95,9,5080,5080,5,20,8556,0,-1614,90,0,0
95,10,5090,5090,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
96,1,5100,5100,5,20,-11000,0,4090,90,0,0
96,2,5110,5110,5,20,-8556,0,1568,90,0,0
96,3,5120,5120,5,20,-6111,0,-4331,90,0,0
96,4,5130,5130,5,20,-3667,0,4581,90,0,0
96,5,5140,5140,5,20,-1222,0,-1774,90,0,0
96,6,5150,5150,5,20,1222,0,-3503,90,0,0
96,7,5160,5160,5,20,3667,0,-1506,90,0,0
96,8,5170,5170,5,20,6111,0,-3897,90,0,0
96,9,5180,5180,5,20,8556,0,-1614,90,0,0
96,10,5190,5190,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
97,1,5200,5200,5,20,-11000,0,4090,90,0,0
97,2,5210,5210,5,20,-8556,0,1568,90,0,0
97,3,5220,5220,5,20,-6111,0,-4331,90,0,0
97,4,5230,5230,5,20,-3667,0,4581,90,0,0
97,5,5240,5240,5,20,-1222,0,-1774,90,0,0
97,6,5250,5250,5,20,1222,0,-3503,90,0,0
97,7,5260,5260,5,20,3667,0,-1506,90,0,0
97,8,5270,5270,5,20,6111,0,-3897,90,0,0
97,9,5280,5280,5,20,8556,0,-1614,90,0,0
97,10,5290,5290,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
98,1,5300,5300,5,20,-11000,0,4090,90,0,0
98,2,5310,5310,5,20,-8556,0,1568,90,0,0
98,3,5320,5320,5,20,-6111,0,-4331,90,0,0
98,4,5330,5330,5,20,-3667,0,4581,90,0,0
98,5,5340,5340,5,20,-1222,0,-1774,90,0,0
98,6,5350,5350,5,20,1222,0,-3503,90,0,0
98,7,5360,5360,5,20,3667,0,-1506,90,0,0
98,8,5370,5370,5,20,6111,0,-3897,90,0,0
98,9,5380,5380,5,20,8556,0,-1614,90,0,0
98,10,5390,5390,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
99,1,5400,5400,5,20,-11000,0,4090,90,0,0
99,2,5410,5410,5,20,-8556,0,1568,90,0,0
99,3,5420,5420,5,20,-6111,0,-4331,90,0,0
99,4,5430,5430,5,20,-3667,0,4581,90,0,0
99,5,5440,5440,5,20,-1222,0,-1774,90,0,0
99,6,5450,5450,5,20,1222,0,-3503,90,0,0
99,7,5460,5460,5,20,3667,0,-1506,90,0,0
99,8,5470,5470,5,20,6111,0,-3897,90,0,0
99,9,5480,5480,5,20,8556,0,-1614,90,0,0
99,10,5490,5490,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
100,1,5500,5500,5,20,-11000,0,4090,90,0,0
100,2,5510,5510,5,20,-8556,0,1568,90,0,0
100,3,5520,5520,5,20,-6111,0,-4331,90,0,0
100,4,5530,5530,5,20,-3667,0,4581,90,0,0
100,5,5540,5540,5,20,-1222,0,-1774,90,0,0
100,6,5550,5550,5,20,1222,0,-3503,90,0,0
100,7,5560,5560,5,20,3667,0,-1506,90,0,0
100,8,5570,5570,5,20,6111,0,-3897,90,0,0
100,9,5580,5580,5,20,8556,0,-1614,90,0,0
100,10,5590,5590,5,20,11000,0,1993,90,0,0
